,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
6266,FDO60,20.0,0.057527544,0,43.1086,OUT010,1998,89.2172,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
6267,FDZ55,6.055,0.025512207,6,159.692,OUT018,2009,5592.72,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6268,FDZ59,6.63,0.174110803,0,166.85,OUT010,1998,499.35,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
6269,FDO24,11.1,0.175362333,0,158.9604,OUT027,1985,4436.8912,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6270,FDW14,8.3,0.038367194,4,87.1198,OUT018,2009,959.4178,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6271,FDD40,20.25,0.014781046,4,193.8162,OUT013,1987,3463.4916,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6272,FDJ38,8.6,0.040268044,3,191.453,OUT049,1999,1707.777,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6273,NCO54,19.5,0.014355033,9,55.4614,OUT017,2007,552.614,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6274,FDJ10,5.095,0.129766301,13,141.6838,OUT045,2002,3231.1274,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6275,FDK27,11.0,0.008997141,10,119.9756,OUT017,2007,1938.8096,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6276,FDR09,18.25,0.07784544,13,260.5962,OUT049,1999,3884.943,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6277,FDO60,20.0,0.06613202877895108,0,43.4086,OUT018,2009,401.4774,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6278,FDX50,20.1,0.074265816,4,109.5228,OUT027,1985,3757.7752,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6279,FDR44,6.11,0.102422487,6,131.4968,OUT027,1985,1565.9616,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
6280,FDD17,7.5,0.032811503,5,239.6906,OUT017,2007,2614.5966,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6281,FDI60,7.22,0.038477325,0,62.951,OUT018,2009,1138.518,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6282,FDH31,12.0,0.020411155,10,98.6042,OUT046,1997,1091.2462,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6283,FDL50,12.15,0.042552418,3,123.5046,OUT017,2007,1743.0644,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6284,FDO21,11.6,0.009818244,13,223.1404,OUT017,2007,5175.9292,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6285,FDW12,8.315,0.035572183,0,144.4444,OUT046,1997,2902.888,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6286,FDT15,12.15,0.04274788,10,183.695,OUT049,1999,2929.52,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6287,FDV25,5.905,0.04572322,3,222.1456,OUT049,1999,5747.1856,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6288,DRH13,8.575,0.023934398,14,105.828,OUT045,2002,958.752,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
6289,FDG21,17.35,0.146527359,12,147.905,OUT049,1999,2247.075,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6290,NCI55,18.6,0.012651172,9,123.1414,OUT035,2004,2314.9866,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6291,NCO06,19.25,0.107507291,9,34.8558,OUT027,1985,441.4254,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6292,FDR27,15.1,0.096295326,10,133.4942,OUT045,2002,1457.4362,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6293,FDA22,7.435,0.06613202877895108,15,167.5158,OUT027,1985,4345.0108,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6294,FDS03,7.825,0.079613553,10,65.0826,OUT035,2004,1162.4868,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6295,FDZ12,9.17,0.103398309,0,143.947,OUT018,2009,2576.646,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6296,FDJ20,20.7,0.16767231,6,124.2388,OUT010,1998,247.6776,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
6297,FDV09,12.1,0.020551458,13,146.6734,OUT013,1987,2227.101,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6298,FDW09,13.65,0.025961116,13,80.4302,OUT049,1999,316.9208,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6299,FDS36,8.38,0.046960237,0,111.857,OUT049,1999,2966.139,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6300,FDY19,19.75,0.041533438,6,119.8466,OUT018,2009,2239.0854,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6301,DRC49,8.67,0.065436581,14,142.9128,OUT046,1997,2013.3792,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
6302,FDN12,15.6,0.08126841,0,110.2544,OUT045,2002,1789.6704,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6303,FDJ03,12.35,0.072689818,4,48.7692,OUT018,2009,788.3072,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6304,FDC46,17.7,0.116723677,13,182.4266,OUT049,1999,5163.9448,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6305,FDM02,12.5,0.074035423,3,87.9198,OUT018,2009,1133.8574,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6306,FDV20,20.2,0.059751638,6,129.1678,OUT013,1987,1017.3424,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6307,NCH07,13.15,0.092854963,9,158.7604,OUT045,2002,3010.7476,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6308,FDL28,10.0,0.06613202877895108,5,230.0668,OUT019,1985,691.1004,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
6309,FDJ46,11.1,0.044606379,13,174.2054,OUT027,1985,4377.635,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6310,FDQ34,10.85,0.162107603,13,106.3622,OUT013,1987,2117.244,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6311,NCD42,16.5,0.06613202877895108,8,37.3506,OUT027,1985,1024.6662,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6312,FDO34,17.7,0.030060895,13,166.4816,OUT018,2009,2013.3792,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6313,FDX60,14.35,0.081050006,0,79.196,OUT017,2007,1278.336,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6314,FDZ28,20.0,0.051783761,5,125.8678,OUT017,2007,3433.5306,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6315,FDT36,12.3,0.06613202877895108,0,37.2874,OUT013,1987,705.748,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6316,FDL24,10.3,0.024998007,0,174.4422,OUT018,2009,3448.844,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6317,FDJ58,15.6,0.105208448,13,170.5764,OUT013,1987,4466.1864,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6318,FDY12,9.8,0.14118383,0,50.5008,OUT018,2009,253.004,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6319,FDP58,11.1,0.135692831,13,220.0482,OUT018,2009,2628.5784,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6320,FDC41,15.6,0.116347087,5,76.867,OUT027,1985,2526.711,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6321,FDY07,11.8,0.12150063,6,46.8402,OUT013,1987,413.4618,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6322,FDN08,7.72,0.088864488,6,119.3466,OUT017,2007,3064.0116,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6323,FDJ53,10.5,0.070912843,5,121.5098,OUT027,1985,2410.196,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6324,FDX04,19.6,0.041571557,5,49.9376,OUT046,1997,623.1888,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6325,FDZ19,6.425,0.093454899,6,175.3712,OUT046,1997,2988.1104,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6326,FDB45,20.85,0.021329793,6,105.5306,OUT046,1997,940.7754,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6327,NCF54,18.0,0.079299474,9,170.5422,OUT010,1998,344.8844,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
6328,FDX21,7.05,0.085138334,13,108.6912,OUT045,2002,1310.2944,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6329,FDA50,16.25,0.087175137,4,98.341,OUT046,1997,1351.574,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6330,DRH39,20.7,0.093214498,4,74.667,OUT017,2007,2143.876,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
6331,FDA38,5.44,0.025458716,4,241.2538,OUT013,1987,3124.5994,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6332,NCP30,20.5,0.032741422,9,40.4822,OUT013,1987,589.233,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
6333,FDW19,12.35,0.038560279,6,109.857,OUT049,1999,1208.427,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6334,FDF41,12.15,0.130544568,5,248.046,OUT027,1985,7883.072,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6335,DRF23,4.61,0.122629121,7,175.4396,OUT035,2004,2616.594,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
6336,NCP14,8.275,0.110913601,9,106.3306,OUT017,2007,1254.3672,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6337,FDK44,16.6,0.121635591,6,175.4738,OUT027,1985,2954.1546,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6338,DRA59,8.27,0.128449055,14,186.5924,OUT018,2009,4442.2176,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
6339,FDC28,7.905,0.055098434,5,109.2254,OUT045,2002,976.7286,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6340,NCO53,16.2,0.06613202877895108,8,182.1608,OUT049,1999,3123.9336,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
6341,FDY55,16.75,0.06613202877895108,6,258.3988,OUT019,1985,256.9988,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
6342,NCS54,13.6,0.010013429,9,176.437,OUT045,2002,4587.362,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6343,NCM07,9.395,0.040187877,11,85.6908,OUT017,2007,1593.9252,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6344,FDQ19,7.35,0.024044279,6,241.0512,OUT010,1998,242.3512,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
6345,FDS40,15.35,0.014007727,5,38.319,OUT013,1987,292.952,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6346,FDC14,14.5,0.041214746,3,42.0454,OUT013,1987,629.181,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6347,FDR12,12.6,0.031663212,0,173.2764,OUT018,2009,1030.6584,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6348,FDM60,10.8,0.06613202877895108,0,39.3138,OUT013,1987,1015.345,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6349,FDG26,18.85,0.042716162,3,257.833,OUT049,1999,3332.329,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6350,NCL55,12.15,0.06479182,11,254.004,OUT045,2002,2277.036,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6351,FDO21,11.6,0.009761175,13,226.9404,OUT035,2004,1800.3232,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6352,NCG18,15.3,0.02295878,9,101.6332,OUT013,1987,1845.5976,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
6353,FDA27,20.35,0.030927632,4,256.8672,OUT046,1997,3579.3408,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6354,DRG03,14.5,0.103752817,4,155.1998,OUT010,1998,307.5996,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
6355,FDC22,6.89,0.136428395,13,193.982,OUT046,1997,1737.738,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6356,FDC21,14.6,0.071904258,6,106.8254,OUT010,1998,108.5254,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
6357,FDN50,16.85,0.026627857,3,93.712,OUT018,2009,745.696,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6358,DRF27,8.93,0.028393624,4,153.434,OUT013,1987,1378.206,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
6359,FDW57,8.31,0.116331694,13,176.9028,OUT017,2007,3010.7476,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6360,FDM34,19.0,0.112893408,13,131.0626,OUT010,1998,524.6504,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
6361,FDZ39,19.7,0.017937483,10,103.499,OUT027,1985,1547.985,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
6362,FDU28,19.2,0.164438907,5,188.4214,OUT019,1985,376.8428,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
6363,FDQ27,5.19,0.044252621,10,102.599,OUT046,1997,1651.184,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6364,FDQ52,17.0,0.120060274,5,246.5434,OUT017,2007,4470.1812,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6365,FDT51,11.65,0.010909704,10,110.8544,OUT013,1987,1677.816,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6366,NCI30,20.25,0.059055045,9,247.346,OUT045,2002,1970.768,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6367,NCX29,10.0,0.149223055,8,145.8102,OUT010,1998,874.8612,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
6368,FDX38,10.5,0.084404264,4,49.5376,OUT019,1985,143.8128,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
6369,FDO08,11.1,0.054079556,6,165.9526,OUT017,2007,2631.2416,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6370,FDM15,11.8,0.057655493,10,152.6366,OUT018,2009,1662.5026,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6371,FDW22,9.695,0.030413777,13,221.3114,OUT018,2009,2217.114,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6372,FDT08,13.65,0.049496899,6,151.505,OUT017,2007,2846.295,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6373,FDS32,17.75,0.029653914,6,140.5838,OUT046,1997,2669.1922,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6374,NCI06,11.3,0.047912071,9,179.866,OUT018,2009,1258.362,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6375,FDR21,19.7,0.066611321,13,178.237,OUT027,1985,3705.177,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6376,FDD05,19.35,0.016611475,5,122.0098,OUT046,1997,2651.2156,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6377,FDZ02,6.905,0.03822479,4,99.8726,OUT045,2002,587.2356,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6378,FDH47,13.5,0.129016487,15,98.4068,OUT049,1999,1846.9292,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6379,FDM58,16.85,0.080141165,13,111.4544,OUT017,2007,2013.3792,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6380,FDG09,20.6,0.0480335,6,188.2556,OUT045,2002,3755.112,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6381,FDO27,6.175,0.179355893,10,94.1752,OUT049,1999,575.2512,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6382,FDI41,18.5,0.062510529,5,146.8418,OUT018,2009,2059.9852,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6383,FDK34,13.35,0.038519399,13,236.8564,OUT035,2004,5005.4844,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6384,NCX54,9.195,0.047827139,9,105.3622,OUT027,1985,3387.5904,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6385,FDL14,8.115,0.032208865,3,154.9972,OUT049,1999,3739.1328,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6386,FDA13,15.85,0.078874948,3,37.4506,OUT018,2009,303.6048,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6387,FDS11,7.05,0.097275777,1,223.9088,OUT019,1985,223.7088,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
6388,FDT43,16.35,0.020664178,6,50.8324,OUT017,2007,1298.31,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6389,FDR07,21.35,0.078060605,6,96.0094,OUT018,2009,380.8376,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6390,FDF41,12.15,0.131714183,5,245.846,OUT018,2009,4434.228,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6391,DRM23,16.6,0.135944247,7,172.0422,OUT049,1999,2586.633,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
6392,FDO52,11.6,0.077478931,5,170.3106,OUT018,2009,4277.765,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6393,FDD10,20.6,0.046114018,13,178.2344,OUT045,2002,1070.6064,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6394,FDN38,6.615,0.161030847,3,251.2408,OUT019,1985,1001.3632,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
6395,FDE17,20.1,0.054455495,5,149.5366,OUT046,1997,2871.5954,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6396,FDZ03,13.65,0.06613202877895108,4,186.024,OUT018,2009,4287.752,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6397,FDD03,13.3,0.080257683,4,232.63,OUT017,2007,1864.24,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6398,NCW18,15.1,0.059037538,9,237.7248,OUT027,1985,2607.2728,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6399,DRG36,14.15,0.094916347,14,172.3106,OUT027,1985,4277.765,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
6400,FDT43,16.35,0.034393057,6,50.8324,OUT010,1998,155.7972,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
6401,NCU17,5.32,0.093261677,8,100.9674,OUT018,2009,1222.4088,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6402,FDH50,15.0,0.16143544,3,185.1266,OUT046,1997,2766.399,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
6403,FDU57,8.27,0.089479661,13,148.6708,OUT013,1987,2106.5912,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6404,FDA56,9.21,0.008722342,6,123.5414,OUT027,1985,4508.1318,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
6405,FDZ15,13.1,0.020988798,4,117.7782,OUT017,2007,1191.782,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6406,FDY51,12.5,0.081260969,10,221.7798,OUT049,1999,3085.3172,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6407,DRF03,19.1,0.045308131,4,42.5138,OUT046,1997,649.8208,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
6408,NCV06,11.3,0.06705851,9,194.0478,OUT017,2007,3293.7126,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6409,FDA21,13.65,0.035930784,13,184.4924,OUT013,1987,9069.5276,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6410,NCQ53,17.6,0.018813776,8,235.259,OUT027,1985,5672.616,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6411,NCO29,11.15,0.032099989,8,164.1526,OUT027,1985,2960.1468,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6412,FDT26,18.85,0.06823032,4,121.044,OUT018,2009,1557.972,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6413,FDI21,5.59,0.056592115,13,65.0168,OUT035,2004,447.4176,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6414,NCI55,18.6,0.012643035,9,119.8414,OUT013,1987,365.5242,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
6415,FDZ04,9.31,0.063529046,5,63.751,OUT010,1998,126.502,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
6416,FDL27,6.17,0.010630949,10,65.9826,OUT046,1997,1162.4868,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6417,FDS45,5.175,0.029490377,13,107.6622,OUT035,2004,2858.2794,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6418,NCG43,20.2,0.129983688,9,93.0462,OUT019,1985,185.0924,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
6419,FDU28,19.2,0.094300933,5,187.5214,OUT018,2009,1695.7926,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6420,FDO20,12.85,0.152001201,6,252.3382,OUT013,1987,6056.1168,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
6421,NCG55,16.25,0.039113587,9,116.0176,OUT013,1987,1488.7288,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
6422,NCM42,6.13,0.02848169,9,110.4912,OUT017,2007,1310.2944,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6423,NCG07,12.3,0.05271592,9,189.653,OUT018,2009,569.259,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6424,NCQ29,12.0,0.182493512,8,258.8278,OUT019,1985,1041.3112,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
6425,NCV05,10.1,0.050562853,8,153.3656,OUT010,1998,463.3968,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
6426,NCO02,11.15,0.07366703,11,66.2142,OUT018,2009,131.8284,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6427,FDH19,19.35,0.03322326,10,172.0738,OUT018,2009,3301.7022,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6428,DRG13,17.25,0.037396492,14,165.6526,OUT017,2007,1808.9786,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
6429,FDI57,19.85,0.054015429,12,196.3768,OUT035,2004,4138.6128,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6430,FDX51,9.5,0.02210346,10,194.7452,OUT045,2002,1370.2164,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6431,FDW33,9.395,0.099274694,13,104.528,OUT049,1999,852.224,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6432,DRE12,4.59,0.070721656,14,113.286,OUT013,1987,1471.418,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
6433,FDY31,5.98,0.043554614,6,148.2418,OUT035,2004,2354.2688,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6434,FDR31,6.46,0.04923932,6,144.4102,OUT049,1999,4374.306,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6435,FDS55,7.02,0.08114883,6,146.8734,OUT035,2004,3563.3616,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
6436,DRL60,8.52,0.027054244,14,151.5682,OUT035,2004,3506.7686,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
6437,FDW55,12.6,0.036773101,6,250.3092,OUT010,1998,249.0092,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
6438,FDT11,5.94,0.049163321,1,186.4556,OUT010,1998,563.2668,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
6439,FDO50,16.25,0.078168739,3,91.3804,OUT046,1997,1653.8472,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6440,FDD28,10.695,0.05337973,5,56.7904,OUT049,1999,1113.2176,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6441,FDN28,5.88,0.030418998,5,103.099,OUT017,2007,1341.587,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6442,FDS35,9.3,0.111673587,1,65.7826,OUT018,2009,968.739,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6443,FDB38,19.5,0.027341529,3,158.292,OUT035,2004,3994.8,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
6444,FDT07,5.82,0.077634044,6,256.433,OUT018,2009,3844.995,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6445,FDC53,8.68,0.008835694,5,96.5384,OUT046,1997,1182.4608,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
6446,NCT41,15.7,0.055990291,8,153.2024,OUT046,1997,3795.06,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
6447,FDR40,9.1,0.00799548,5,78.5618,OUT027,1985,2255.7304,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
6448,FDH32,12.8,0.076369874,6,97.241,OUT018,2009,1448.115,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6449,FDN60,15.1,0.095351065,0,158.6604,OUT045,2002,2535.3664,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
